c_index,spearman,pearson,p_spearman,k
0.5558375634517766,0.14000221362673784,0.08140085630435931,0.5343297954358475,1
0.4416243654822335,-0.1515487879464688,-0.14220207041268984,0.500794910084815,2
0.42385786802030456,-0.28107964999402435,-0.18033714789763977,0.20509899537261617,7
0.4137055837563452,-0.2920457965030315,-0.25953465241870183,0.18722663402574985,9
0.4035532994923858,-0.35870842396568,-0.31158332178441084,0.10113633503891929,10
0.3934010152284264,-0.3610170863886288,-0.32010700393026753,0.0988012354907395,8
0.38071065989847713,-0.39951147146269106,-0.32828911737161137,0.06546591781822267,6
0.37817258883248733,-0.39564702273286173,-0.3014565046423658,0.06836069452751634,5
0.3299492385786802,-0.4558320805901104,-0.3109932129213987,0.033001870557408136,4
0.2893401015228426,-0.552768523044716,-0.4431150818434375,0.007629992740591678,3
